session_label,window_idx,cluster
20260507_142235_order2,3150,5
20260507_142235_order2,3180,5
20260507_142235_order2,3210,2
20260507_142235_order2,3240,5
20260507_142235_order2,3270,5
20260507_142235_order2,3300,5
20260507_142235_order2,3330,5
20260507_142235_order2,3360,5
20260507_142235_order2,3390,5
20260507_142235_order2,3420,5
20260507_142235_order2,3450,2
20260507_142235_order2,3480,2
20260507_142235_order2,3510,2
20260507_142235_order2,3660,5
20260507_142235_order2,3690,5
20260507_142235_order2,3720,2
20260507_142235_order2,3750,2
20260507_142235_order2,3780,2
20260507_142235_order2,3810,5
20260507_142235_order2,3840,5
20260507_142235_order2,3930,2
20260507_142235_order2,3960,2
20260507_142235_order2,3990,2
20260507_142235_order2,4020,2
20260507_143033_order3,0,2
20260507_143033_order3,30,5
20260507_143033_order3,90,2
20260507_143033_order3,120,2
20260507_143033_order3,150,2
20260507_143033_order3,180,2
20260507_143033_order3,390,2
20260507_143033_order3,420,5
20260507_143033_order3,450,5
20260507_143033_order3,480,2
20260507_143033_order3,510,2
20260507_143033_order3,540,2
20260507_143033_order3,570,2
20260507_143033_order3,600,2
20260507_143033_order3,630,2
20260507_143033_order3,660,2
20260507_143033_order3,690,2
20260507_143033_order3,720,2
20260507_143033_order3,750,2
20260507_143033_order3,780,2
20260507_143033_order3,810,2
20260507_143033_order3,900,5
20260507_143033_order3,930,5
20260507_143033_order3,960,5
20260507_143033_order3,990,5
20260507_143033_order3,1020,5
20260507_143033_order3,1050,5
20260507_143033_order3,1110,5
20260507_143033_order3,1140,5
20260507_143033_order3,1230,3
20260507_143033_order3,1260,4
20260507_143033_order3,1350,4
20260507_143033_order3,1380,5
20260507_143033_order3,1410,5
20260507_143033_order3,1440,5
20260507_143033_order3,1470,5
20260507_143033_order3,1500,5
20260507_143033_order3,1530,5
20260507_143033_order3,1560,5
20260507_143033_order3,1590,5
20260507_143033_order3,1710,5
20260507_143033_order3,1740,5
20260507_143033_order3,1770,2
20260507_143033_order3,1800,2
20260507_143033_order3,1830,5
20260507_143033_order3,1860,5
20260507_143033_order3,1920,5
20260507_143033_order3,1950,5
20260507_143033_order3,1980,4
20260507_143033_order3,2040,2
20260507_143033_order3,2070,5
20260507_143033_order3,2100,5
20260507_143033_order3,2130,2
20260507_143033_order3,2160,2
20260507_143033_order3,2190,3
20260507_143033_order3,2220,5
20260507_143033_order3,2250,5
20260507_143033_order3,2280,5
20260507_143033_order3,2310,5
20260507_143033_order3,2340,5
20260507_143033_order3,2370,5
20260507_143033_order3,2400,5
20260507_143033_order3,2430,5
20260507_143033_order3,2460,5
20260507_143033_order3,2490,4
20260507_143033_order3,2520,4
20260507_143033_order3,2550,1
20260507_143033_order3,2580,1
20260507_143033_order3,2610,1
20260507_143033_order3,2640,1
20260507_143033_order3,2670,1
20260507_143033_order3,2700,1
20260507_143033_order3,2730,1
20260507_143033_order3,2760,1
20260507_143033_order3,2790,1
20260507_143033_order3,2820,0
20260507_143033_order3,2850,0
20260507_143033_order3,2880,2
20260507_143033_order3,2910,2
20260507_143033_order3,2940,2
20260507_143033_order3,2970,2
20260507_143033_order3,3000,2
20260507_143033_order3,3030,5
20260507_143033_order3,3060,5
20260507_143033_order3,3090,2
20260507_143033_order3,3120,2
20260507_143033_order3,3150,2
20260507_143033_order3,3180,2
20260507_143033_order3,3210,2
20260507_143033_order3,3240,2
20260507_143033_order3,3270,2
20260507_143033_order3,3300,2
20260507_143033_order3,3330,2
20260507_143033_order3,3360,2
20260507_143033_order3,3390,2
20260507_143033_order3,3420,2
20260507_143033_order3,3450,2
20260507_143033_order3,3480,2
20260507_143033_order3,3510,2
20260507_143033_order3,3540,2
20260507_143033_order3,3570,2
20260507_143033_order3,3600,2
20260507_143033_order3,3630,2
20260507_143033_order3,3660,2
20260507_143033_order3,3690,2
20260507_143033_order3,3720,2
20260507_143033_order3,3750,2
20260507_143033_order3,3780,2
20260507_143033_order3,3810,2
20260507_143033_order3,3840,2
20260507_143033_order3,3870,2
20260507_143033_order3,3900,2
20260507_143033_order3,3930,2
20260507_143033_order3,3960,2
20260507_143033_order3,3990,2
20260507_143033_order3,4020,2
20260507_143033_order3,4050,2
20260507_143442_order4,0,2
20260507_143442_order4,30,2
20260507_143442_order4,60,2
20260507_143442_order4,90,2
20260507_143442_order4,120,2
20260507_143442_order4,150,2
20260507_143442_order4,180,2
20260507_143442_order4,210,2
20260507_143442_order4,240,2
20260507_143442_order4,270,2
20260507_143442_order4,300,2
20260507_143442_order4,330,2
20260507_143442_order4,360,2
20260507_143442_order4,390,2
20260507_143442_order4,420,2
20260507_143442_order4,450,2
20260507_143442_order4,480,2
20260507_143442_order4,510,2
20260507_143442_order4,540,2
20260507_143442_order4,570,2
20260507_143442_order4,600,2
20260507_143442_order4,630,2
20260507_143442_order4,660,2
20260507_143442_order4,690,2
20260507_143442_order4,720,2
20260507_143442_order4,750,2
20260507_143442_order4,780,5
20260507_143442_order4,810,5
20260507_143442_order4,840,2
20260507_143442_order4,870,2
20260507_143442_order4,900,2
20260507_143442_order4,930,5
20260507_143442_order4,960,5
20260507_143442_order4,990,5
20260507_143442_order4,1020,2
20260507_143442_order4,1050,2
20260507_151153_order1,0,0
20260507_151153_order1,30,0
20260507_151153_order1,60,4
20260507_151153_order1,90,3
20260507_151153_order1,120,1
20260507_151153_order1,150,0
20260507_151153_order1,180,2
20260507_151153_order1,210,4
20260507_151153_order1,240,3
20260507_151153_order1,270,1
20260507_151153_order1,300,1
20260507_151153_order1,330,1
20260507_151153_order1,360,1
20260507_151153_order1,480,4
20260507_151153_order1,510,4
20260507_151153_order1,540,3
20260507_151153_order1,570,3
20260507_151153_order1,630,0
20260507_151153_order1,660,5
20260507_151153_order1,690,3
20260507_151153_order1,720,4
20260507_151153_order1,750,4
20260507_151153_order1,780,4
20260507_151153_order1,900,4
20260507_151153_order1,930,4
20260507_151153_order1,960,4
20260507_151153_order1,990,4
20260507_151153_order1,1050,4
20260507_151153_order1,1080,4
20260507_151153_order1,1140,4
20260507_151153_order1,1170,4
20260507_151153_order1,1200,0
20260507_151153_order1,1230,4
20260507_151153_order1,1260,3
20260507_151153_order1,1290,4
20260507_151153_order1,1320,4
20260507_151153_order1,1350,4
20260507_151153_order1,1380,4
20260507_151153_order1,1410,4
20260507_151153_order1,1440,4
20260507_151153_order1,1470,4
20260507_151153_order1,1500,2
20260507_151153_order1,1530,4
20260507_151153_order1,1560,4
20260507_151153_order1,1590,4
20260507_151153_order1,1620,4
20260507_151153_order1,1650,4
20260507_151733_order2,0,0
20260507_151733_order2,30,1
20260507_151733_order2,60,1
20260507_151733_order2,90,0
20260507_151733_order2,120,2
20260507_151733_order2,150,2
20260507_151733_order2,240,4
20260507_151733_order2,270,3
20260507_151733_order2,300,3
20260507_151733_order2,330,1
20260507_151733_order2,360,4
20260507_151733_order2,390,4
20260507_151733_order2,420,1
20260507_151733_order2,450,3
20260507_151733_order2,480,1
20260507_151733_order2,510,1
20260507_151733_order2,750,1
20260507_151733_order2,780,1
20260507_151733_order2,810,1
20260507_151733_order2,870,4
20260507_151733_order2,900,3
20260507_151733_order2,1020,3
20260507_151733_order2,1050,1
20260507_151733_order2,1110,3
20260507_151733_order2,1140,4
20260507_151733_order2,1200,4
20260507_151733_order2,1230,4
20260507_151733_order2,1260,4
20260507_151733_order2,1290,4
20260507_151733_order2,1320,4
20260507_151733_order2,1350,4
20260507_151733_order2,1380,4
20260507_151733_order2,1410,4
20260507_151733_order2,1470,4
20260507_151733_order2,1500,4
20260507_151733_order2,1530,4
20260507_151733_order2,1560,4
20260507_151733_order2,1590,4
20260507_151733_order2,1620,4
20260507_151733_order2,1770,0
20260507_151733_order2,1800,0
20260507_151733_order2,1830,4
20260507_151733_order2,1860,4
20260507_151733_order2,1980,4
20260507_151733_order2,2010,0
20260507_151733_order2,2040,4
20260507_151733_order2,2070,4
20260507_151733_order2,2100,4
20260507_151733_order2,2130,4
20260507_151733_order2,2160,4
20260507_151733_order2,2190,4
20260507_151733_order2,2220,4
20260507_151733_order2,2250,4
20260507_151733_order2,2280,4
20260507_151733_order2,2310,4
20260507_151733_order2,2340,4
20260507_151733_order2,2370,4
20260507_151733_order2,2400,4
20260507_151733_order2,2490,4
20260507_151733_order2,2520,4
20260507_151733_order2,2730,4
20260507_151733_order2,2760,4
20260507_151733_order2,2790,4
20260507_151733_order2,2820,4
20260507_151733_order2,2850,4
20260507_151733_order2,2880,4
20260507_151733_order2,2910,4
20260507_151733_order2,2940,4
20260507_151733_order2,2970,4
20260507_151733_order2,3000,4
20260507_151733_order2,3030,4
20260507_151733_order2,3060,4
20260507_152058_order3,120,4
20260507_152058_order3,150,4
20260507_152058_order3,180,4
20260507_152058_order3,210,4
20260507_152058_order3,240,4
20260507_152058_order3,270,4
20260507_152058_order3,300,4
20260507_152058_order3,330,4
20260507_152058_order3,360,3
20260507_152058_order3,390,4
20260507_152058_order3,420,4
20260507_152058_order3,450,4
20260507_152058_order3,480,4
20260507_152058_order3,510,4
20260507_152058_order3,540,5
20260507_152058_order3,570,2
20260507_152058_order3,600,2
20260507_152058_order3,630,2
20260507_152058_order3,660,2
20260507_152058_order3,690,4
20260507_152058_order3,720,4
20260507_152058_order3,750,4
20260507_152058_order3,780,4
20260507_152058_order3,810,4
20260507_152058_order3,840,4
20260507_152058_order3,870,4
20260507_152058_order3,900,4
20260507_152058_order3,930,4
20260507_152058_order3,960,4
20260507_152058_order3,990,4
20260507_152058_order3,1020,4
20260507_152058_order3,1050,4
20260507_152058_order3,1080,4
20260507_152058_order3,1110,4
20260507_152058_order3,1140,4
20260507_152058_order3,1170,4
20260507_152058_order3,1200,4
20260507_152058_order3,1230,4
20260507_152058_order3,1260,4
20260507_152058_order3,1290,4
20260507_152058_order3,1320,4
20260507_152058_order3,1350,4
20260507_152058_order3,1380,4
20260507_152058_order3,1410,4
20260507_152058_order3,1440,4
20260507_152058_order3,1470,3
20260507_152058_order3,1500,4
20260507_152058_order3,1530,4
20260507_152058_order3,1560,4
20260507_152058_order3,1590,4
20260507_152058_order3,1620,4
20260507_152058_order3,1650,4
20260507_152317_order4,90,4
20260507_152317_order4,120,4
20260507_152317_order4,150,4
20260507_152317_order4,180,4
20260507_152317_order4,240,4
20260507_152317_order4,270,4
20260507_152317_order4,360,4
20260507_152317_order4,390,4
20260507_152317_order4,420,4
20260507_152317_order4,450,4
20260507_152317_order4,480,4
20260507_152317_order4,510,3
20260507_152317_order4,660,4
20260507_152317_order4,690,4
20260507_152317_order4,720,4
20260507_152317_order4,750,4
20260507_152317_order4,780,4
20260507_152317_order4,870,4
20260507_152317_order4,900,4
20260507_152317_order4,930,4
20260507_152317_order4,960,4
20260507_152317_order4,990,4
20260507_152317_order4,1020,4
20260507_152317_order4,1050,4
20260507_152317_order4,1080,4
20260507_152317_order4,1110,4
20260507_152317_order4,1140,4
20260507_152317_order4,1170,4
20260507_152317_order4,1200,4
20260507_152317_order4,1290,4
20260507_152317_order4,1320,4
20260507_152317_order4,1350,4
20260507_152317_order4,1380,4
20260507_152317_order4,1410,4
20260507_152317_order4,1440,1
20260507_152317_order4,1470,1
20260507_152317_order4,1500,1
20260507_152317_order4,1530,0
20260507_152317_order4,1560,4
20260507_152317_order4,1590,4
20260507_152317_order4,1620,4
20260507_152317_order4,1650,4
20260507_152317_order4,1680,4
20260507_152317_order4,1710,5
20260507_152317_order4,1740,4
20260507_152317_order4,1770,4
20260507_152317_order4,1800,4
20260507_152317_order4,1830,4
20260507_152317_order4,1860,4
20260507_152317_order4,1890,4
20260507_152317_order4,1920,4
20260507_152317_order4,1950,4
20260507_152317_order4,1980,4
20260507_152317_order4,2010,4
20260507_152317_order4,2040,3
20260507_152317_order4,2070,1
20260507_152317_order4,2100,0
20260507_152317_order4,2130,0
20260507_154437_order1,0,5
20260507_154437_order1,30,5
20260507_154437_order1,60,4
20260507_154437_order1,90,2
20260507_154437_order1,120,2
20260507_154437_order1,150,2
20260507_154437_order1,180,2
20260507_154437_order1,210,0
20260507_154437_order1,240,5
20260507_154437_order1,270,3
20260507_154437_order1,300,5
20260507_154437_order1,330,5
20260507_154437_order1,360,5
20260507_154437_order1,390,4
20260507_154437_order1,420,3
20260507_154437_order1,450,5
20260507_154437_order1,480,5
20260507_154437_order1,510,5
20260507_154437_order1,540,5
20260507_154437_order1,570,3
20260507_154437_order1,600,5
20260507_154437_order1,630,5
20260507_154437_order1,660,3
20260507_154437_order1,690,3
20260507_154437_order1,720,0
20260507_154437_order1,750,5
20260507_154437_order1,780,5
20260507_154437_order1,810,5
20260507_154437_order1,840,5
20260507_154437_order1,870,5
20260507_154437_order1,900,5
20260507_154437_order1,930,5
20260507_154437_order1,960,5
20260507_154437_order1,990,5
20260507_154437_order1,1020,0
20260507_154437_order1,1050,5
20260507_154437_order1,1080,5
20260507_154437_order1,1110,5
20260507_154437_order1,1140,5
20260507_154437_order1,1170,3
20260507_154437_order1,1200,0
20260507_154437_order1,1230,5
20260507_154437_order1,1260,3
20260507_154437_order1,1290,3
20260507_154437_order1,1320,5
20260507_154437_order1,1350,3
20260507_154437_order1,1380,3
20260507_154803_order2,0,4
20260507_154803_order2,30,0
20260507_154803_order2,150,4
20260507_154803_order2,180,4
20260507_154803_order2,210,3
20260507_154803_order2,240,5
20260507_154803_order2,270,3
20260507_154803_order2,300,3
20260507_154803_order2,330,0
20260507_154803_order2,360,3
20260507_154803_order2,390,0
20260507_154803_order2,420,3
20260507_154803_order2,450,0
20260507_154803_order2,480,0
20260507_154803_order2,510,5
20260507_154803_order2,540,3
20260507_154803_order2,570,3
20260507_154803_order2,600,4
20260507_154803_order2,630,4
20260507_154803_order2,660,4
20260507_154803_order2,690,4
20260507_154803_order2,720,0
20260507_154803_order2,750,0
20260507_154803_order2,780,3
20260507_154803_order2,810,0
20260507_154803_order2,840,3
20260507_154803_order2,870,3
20260507_154803_order2,900,1
20260507_154803_order2,930,0
20260507_154803_order2,960,2
20260507_154803_order2,990,0
20260507_154803_order2,1020,0
20260507_154803_order2,1050,5
20260507_154803_order2,1080,3
20260507_154803_order2,1110,3
20260507_154803_order2,1140,5
20260507_154803_order2,1170,5
20260507_154803_order2,1200,3
20260507_154803_order2,1230,2
20260507_154803_order2,1260,2
20260507_154803_order2,1290,0
20260507_154803_order2,1320,3
20260507_154803_order2,1350,3
20260507_154803_order2,1380,1
20260507_154803_order2,1410,1
20260507_154803_order2,1440,1
20260507_154803_order2,1470,0
20260507_154803_order2,1500,0
20260507_154803_order2,1530,5
20260507_154803_order2,1560,3
20260507_154803_order2,1590,1
20260507_154803_order2,1620,1
20260507_154803_order2,1650,1
20260507_154803_order2,1680,1
20260507_154803_order2,1710,1
20260507_154803_order2,1740,1
20260507_154803_order2,1770,0
20260507_154803_order2,1800,4
20260507_154803_order2,1830,4
20260507_154803_order2,1860,4
20260507_154803_order2,1890,0
20260507_154803_order2,1920,0
20260507_154803_order2,1950,3
20260507_154803_order2,1980,3
20260507_154803_order2,2010,1
20260507_154803_order2,2040,1
20260507_154803_order2,2070,1
20260507_154803_order2,2100,1
20260507_154803_order2,2130,0
20260507_154803_order2,2160,0
20260507_154803_order2,2190,3
20260507_154803_order2,2220,1
20260507_154803_order2,2250,0
20260507_154803_order2,2280,3
20260507_154803_order2,2310,3
20260507_154803_order2,2340,1
20260507_154803_order2,2370,1
20260507_154803_order2,2400,1
20260507_154803_order2,2430,1
20260507_154803_order2,2460,0
20260507_154803_order2,2490,1
20260507_154803_order2,2520,1
20260507_154803_order2,2550,1
20260507_154803_order2,2580,1
20260507_154803_order2,2610,1
20260507_154803_order2,2640,1
20260507_154803_order2,2670,1
20260507_154803_order2,2700,1
20260507_154803_order2,2730,1
20260507_154803_order2,2760,1
20260507_154803_order2,2790,1
20260507_154803_order2,2820,2
20260507_154803_order2,2850,1
20260507_154803_order2,2880,1
20260507_154803_order2,2910,1
20260507_154803_order2,2940,1
20260507_154803_order2,2970,1
20260507_154803_order2,3000,1
20260507_154803_order2,3030,1
20260507_154803_order2,3060,1
20260507_154803_order2,3090,1
20260507_154803_order2,3150,0
20260507_154803_order2,3180,3
20260507_154803_order2,3210,3
20260507_154803_order2,3240,1
20260507_154803_order2,3270,1
20260507_154803_order2,3300,1
20260507_154803_order2,3330,1
20260507_154803_order2,3360,1
20260507_154803_order2,3390,1
20260507_154803_order2,3420,1
20260507_154803_order2,3450,1
20260507_154803_order2,3480,1
20260507_154803_order2,3510,1
20260507_154803_order2,3540,1
20260507_154803_order2,3570,1
20260507_154803_order2,3600,1
20260507_154803_order2,3630,1
20260507_154803_order2,3660,1
20260507_154803_order2,3690,0
20260507_154803_order2,3720,0
20260507_154803_order2,3750,2
20260507_154803_order2,3780,1
20260507_154803_order2,3810,0
20260507_154803_order2,3840,2
20260507_154803_order2,3870,2
20260507_154803_order2,3900,5
20260507_154803_order2,3930,3
20260507_154803_order2,3960,3
20260507_154803_order2,3990,3
20260507_154803_order2,4020,1
20260507_154803_order2,4050,1
20260507_154803_order2,4080,1
20260507_154803_order2,4110,1
20260507_154803_order2,4140,1
20260507_154803_order2,4170,1
20260507_154803_order2,4200,1
20260507_154803_order2,4230,1
20260507_154803_order2,4260,1
20260507_154803_order2,4290,1
20260507_154803_order2,4320,0
20260507_154803_order2,4350,0
20260507_154803_order2,4380,5
20260507_154803_order2,4410,3
20260507_154803_order2,4440,3
20260507_154803_order2,4470,1
20260507_154803_order2,4500,1
20260507_154803_order2,4530,1
20260507_154803_order2,4560,0
20260507_154803_order2,4590,0
20260507_154803_order2,4620,5
20260507_154803_order2,4650,1
20260507_154803_order2,4680,1
20260507_154803_order2,4710,1
20260507_154803_order2,4740,2
20260507_154803_order2,4770,0
20260507_154803_order2,4800,0
20260507_154803_order2,4830,5
20260507_154803_order2,4860,3
20260507_154803_order2,4890,3
20260507_154803_order2,4920,0
20260507_154803_order2,4950,0
20260507_154803_order2,4980,3
20260507_154803_order2,5010,3
20260507_154803_order2,5040,1
20260507_154803_order2,5070,0
20260507_154803_order2,5100,3
20260507_154803_order2,5130,3
20260507_154803_order2,5160,0
20260507_154803_order2,5190,3
20260507_154803_order2,5220,2
20260507_154803_order2,5250,1
20260507_154803_order2,5280,0
20260507_154803_order2,5310,1
20260507_154803_order2,5340,1
20260507_154803_order2,5370,0
20260507_154803_order2,5400,1
20260507_154803_order2,5430,0
20260507_154803_order2,5460,0
20260507_154803_order2,5490,0
20260507_154803_order2,5520,5
20260507_154803_order2,5550,4
20260507_154803_order2,5580,5
20260507_154803_order2,5610,5
20260507_154803_order2,5640,5
20260507_154803_order2,5670,3
20260507_154803_order2,5700,3
20260507_154803_order2,5730,3
20260507_154803_order2,5760,0
20260507_154803_order2,5790,0
20260507_154803_order2,5820,1
20260507_154803_order2,5850,0
20260507_154803_order2,5880,5
20260507_154803_order2,5910,4
20260507_154803_order2,5940,4
20260507_154803_order2,5970,5
20260507_154803_order2,6000,4
20260507_154803_order2,6030,3
20260507_154803_order2,6090,3
20260507_154803_order2,6120,3
20260507_154803_order2,6150,0
20260507_154803_order2,6180,0
20260507_154803_order2,6210,3
20260507_154803_order2,6240,3
20260507_154803_order2,6270,1
20260507_154803_order2,6300,1
20260507_154803_order2,6330,0
20260507_154803_order2,6360,1
20260507_154803_order2,6420,1
20260507_154803_order2,6450,1
20260507_155406_order3,0,3
20260507_155406_order3,30,0
20260507_155406_order3,60,2
20260507_155406_order3,90,4
20260507_155406_order3,120,3
20260507_155406_order3,150,3
20260507_155406_order3,180,1
20260507_155406_order3,210,1
20260507_155406_order3,240,1
20260507_155406_order3,270,0
20260507_155406_order3,300,0
20260507_155406_order3,330,0
20260507_155406_order3,360,3
20260507_155406_order3,390,3
20260507_155406_order3,420,3
20260507_155406_order3,450,0
20260507_155406_order3,480,5
20260507_155406_order3,510,3
20260507_155406_order3,540,2
20260507_155406_order3,570,0
20260507_155406_order3,600,5
20260507_155406_order3,630,5
20260507_155406_order3,660,5
20260507_155406_order3,690,5
20260507_155406_order3,720,5
20260507_155406_order3,750,3
20260507_155406_order3,780,3
20260507_155406_order3,810,0
20260507_155406_order3,840,4
20260507_155406_order3,870,3
20260507_155406_order3,900,0
20260507_155406_order3,930,5
20260507_155406_order3,960,5
20260507_155406_order3,990,3
20260507_155406_order3,1020,3
20260507_155406_order3,1050,3
20260507_155406_order3,1080,1
20260507_155406_order3,1110,0
20260507_155406_order3,1140,0
20260507_155406_order3,1170,5
20260507_155406_order3,1200,1
20260507_155406_order3,1230,2
20260507_155406_order3,1260,2
20260507_155406_order3,1290,2
20260507_155406_order3,1320,5
20260507_155406_order3,1350,2
20260507_155406_order3,1380,2
20260507_155406_order3,1410,2
20260507_155406_order3,1440,2
20260507_155406_order3,1470,5
20260507_155406_order3,1500,3
20260507_155406_order3,1530,0
20260507_155406_order3,1560,3
20260507_155406_order3,1590,3
20260507_155406_order3,1620,0
20260507_155406_order3,1650,0
20260507_155406_order3,1680,3
20260507_155406_order3,1710,1
20260507_155406_order3,1740,3
20260507_155406_order3,1770,3
20260507_155542_order4,0,2
20260507_155542_order4,30,0
20260507_155542_order4,60,5
20260507_155542_order4,90,5
20260507_155542_order4,120,5
20260507_155542_order4,150,5
20260507_155542_order4,180,5
20260507_155542_order4,210,5
20260507_155542_order4,240,5
20260507_155542_order4,270,5
20260507_155542_order4,300,5
20260507_155542_order4,330,5
20260507_155542_order4,360,5
20260507_155542_order4,390,0
20260507_155542_order4,420,5
20260507_155542_order4,450,5
20260507_155542_order4,480,5
20260507_155542_order4,510,3
20260507_155542_order4,540,5
20260507_155542_order4,570,3
20260507_155542_order4,600,3
20260507_155542_order4,630,0
20260510_112436_order1,30,0
20260510_112436_order1,60,1
20260510_112436_order1,90,1
20260510_112436_order1,120,1
20260510_112436_order1,150,0
20260510_112436_order1,240,1
20260510_112436_order1,270,0
20260510_112436_order1,300,1
20260510_112436_order1,330,1
20260510_112436_order1,360,0
20260510_112436_order1,390,4
20260510_112436_order1,420,3
20260510_112436_order1,450,3
20260510_112436_order1,480,1
20260510_112436_order1,510,1
20260510_112436_order1,540,1
20260510_112436_order1,570,1
20260510_112436_order1,600,1
20260510_112436_order1,930,3
20260510_112436_order1,960,0
20260510_112436_order1,990,0
20260510_112436_order1,1020,1
20260510_112436_order1,1110,0
20260510_112436_order1,1140,5
20260510_112436_order1,1170,5
20260510_112436_order1,1290,1
20260510_112436_order1,1320,0
20260510_112436_order1,1350,1
20260510_112436_order1,1380,1
20260510_112436_order1,1410,0
20260510_112436_order1,1440,3
20260510_112436_order1,1470,0
20260510_112436_order1,1500,0
20260510_112436_order1,1530,1
20260510_112436_order1,1560,3
20260510_112436_order1,1590,3
20260510_112937_order2,0,0
20260510_112937_order2,30,0
20260510_112937_order2,60,0
20260510_112937_order2,90,1
20260510_112937_order2,120,3
20260510_112937_order2,150,1
20260510_112937_order2,180,0
20260510_112937_order2,210,1
20260510_112937_order2,240,1
20260510_112937_order2,270,1
20260510_112937_order2,300,1
20260510_112937_order2,330,0
20260510_112937_order2,360,3
20260510_112937_order2,390,3
20260510_112937_order2,420,1
20260510_112937_order2,450,1
20260510_112937_order2,480,0
20260510_112937_order2,510,1
20260510_112937_order2,540,1
20260510_112937_order2,570,1
20260510_112937_order2,600,0
20260510_112937_order2,630,1
20260510_112937_order2,660,1
20260510_112937_order2,690,1
20260510_112937_order2,720,1
20260510_112937_order2,780,1
20260510_112937_order2,810,1
20260510_112937_order2,840,1
20260510_112937_order2,870,4
20260510_112937_order2,900,1
20260510_112937_order2,930,1
